date,location,rainfall,discharge,r_d_n-0,r_d_n-1,r_d_n-2,r_d_n-3,r_d_n-4,r_d_n-5,d_d_n+0,d_d_n+1,d_d_n+2,d_d_n+3,d_d_n+4,d_d_n+5,days_since_rain,month,season_str,season_int,target
01/04/2022,Newbury,0.29,0,0.29,0.29,0.29,0.29,0.29,0.29,0,0,0,0,0,0,0,4,Spring,1,0
02/04/2022,Newbury,0.12,0,0.12,0.41,0.41,0.41,0.41,0.41,0,0,0,0,0,0,0,4,Spring,1,0
03/04/2022,Newbury,4.14,0,4.14,4.26,4.55,4.55,4.55,4.55,0,0,0,0,0,0,0,4,Spring,1,0
04/04/2022,Newbury,0.21,0,0.21,4.35,4.47,4.76,4.76,4.76,0,0,0,0,0,0,0,4,Spring,1,0
05/04/2022,Newbury,0.88,0,0.88,1.0899999999999999,5.2299999999999995,5.35,5.64,5.64,0,0,0,0,0,0,0,4,Spring,1,0
06/04/2022,Newbury,11.83,0,11.83,12.71,12.92,17.06,17.18,17.47,0,0,0,0,0,0,0,4,Spring,1,0
07/04/2022,Newbury,0.27,0,0.27,12.099999999999998,12.979999999999999,13.19,17.33,17.450000000000003,0,0,0,0,0,0,0,4,Spring,1,0
08/04/2022,Newbury,0.82,0,0.82,1.089999999999998,12.92,13.8,14.01,18.150000000000002,0,0,0,0,0,0,0,4,Spring,1,0
09/04/2022,Newbury,0,0,0,0.8199999999999982,1.0899999999999999,12.92,13.799999999999999,14.01,0,0,0,0,0,0,1,4,Spring,1,0
10/04/2022,Newbury,0,0,0,0,0.82,1.0899999999999999,12.92,13.8,0,0,0,0,0,0,2,4,Spring,1,0
11/04/2022,Newbury,0.37,0,0.37,0.3699999999999982,0.37,1.19,1.46,13.29,0,0,0,0,0,0,0,4,Spring,1,0
12/04/2022,Newbury,0.07,0,0.07,0.4399999999999982,0.44,0.44,1.26,1.53,0,0,0,0,0,0,0,4,Spring,1,0
13/04/2022,Newbury,0.05,0,0.05,0.11999999999999823,0.49,0.49,0.49,1.31,0,0,0,0,0,0,0,4,Spring,1,0
14/04/2022,Newbury,0.01,0,0.01,0.06,0.13,0.5,0.5,0.5,0,0,0,0,0,0,1,4,Spring,1,0
15/04/2022,Newbury,0,0,0,0.01,0.060000000000000005,0.13,0.5,0.5,0,0,0,0,0,0,2,4,Spring,1,0
16/04/2022,Newbury,0,0,0,0,0.01,0.060000000000000005,0.13,0.5,0,0,0,0,0,0,3,4,Spring,1,0
17/04/2022,Newbury,0,0,0,0,0,0.01,0.060000000000000005,0.13,0,0,0,0,0,0,4,4,Spring,1,0
18/04/2022,Newbury,0,0,0,0,0,0,0.01,0.060000000000000005,0,0,0,0,0,0,5,4,Spring,1,0
19/04/2022,Newbury,0.03,0,0.03,0.029999999999998223,0.03,0.03,0.03,0.04,0,0,0,0,0,0,0,4,Spring,1,0
20/04/2022,Newbury,0,0,0,0.029999999999998223,0.03,0.03,0.03,0.03,0,0,0,0,0,0,1,4,Spring,1,0
21/04/2022,Newbury,0,0,0,0,0.03,0.03,0.03,0.03,0,0,0,0,0,0,2,4,Spring,1,0
22/04/2022,Newbury,0,0,0,0,0,0.03,0.03,0.03,0,0,0,0,0,0,3,4,Spring,1,0
23/04/2022,Newbury,0.01,0,0.01,0.01,0.01,0.01,0.04,0.04,0,0,0,0,0,0,4,4,Spring,1,0
24/04/2022,Newbury,0,0,0,0.01,0.01,0.01,0.01,0.04,0,0,0,0,0,0,5,4,Spring,1,0
25/04/2022,Newbury,0.01,0,0.01,0.01,0.02,0.02,0.02,0.02,0,0,0,0,0,0,6,4,Spring,1,0
26/04/2022,Newbury,0,0,0,0.01,0.01,0.02,0.02,0.02,0,0,0,0,0,0,7,4,Spring,1,0
27/04/2022,Newbury,0,0,0,0,0.01,0.01,0.02,0.02,0,0,0,0,0,0,8,4,Spring,1,0
28/04/2022,Newbury,0,0,0,0,0,0.01,0.01,0.02,0,0,0,0,0,0,9,4,Spring,1,0
29/04/2022,Newbury,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,10,4,Spring,1,0
30/04/2022,Newbury,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,11,4,Spring,1,0
01/05/2022,Newbury,1.26,0,1.26,1.2599999999999982,1.26,1.26,1.26,1.26,0,0,0,0,0,0,0,5,Spring,1,0
02/05/2022,Newbury,0,0,0,1.2599999999999982,1.26,1.26,1.26,1.26,0,0,0,0,0,0,1,5,Spring,1,0
03/05/2022,Newbury,0.27,0,0.27,0.26999999999999824,1.53,1.53,1.53,1.53,0,0,0,0,0,0,0,5,Spring,1,0
04/05/2022,Newbury,1.17,0,1.17,1.4399999999999982,1.44,2.7,2.7,2.7,0,0,0,0,0,0,0,5,Spring,1,0
05/05/2022,Newbury,0,0,0,1.1699999999999982,1.44,1.44,2.7,2.7,0,0,0,0,0,0,1,5,Spring,1,0
06/05/2022,Newbury,0.48,0,0.48,0.4799999999999982,1.65,1.92,1.92,3.1799999999999997,0,0,0,0,0,0,0,5,Spring,1,0
07/05/2022,Newbury,0.01,0,0.01,0.4899999999999982,0.49,1.66,1.93,1.93,0,0,0,0,0,0,1,5,Spring,1,0
08/05/2022,Newbury,0,0,0,0.01,0.49,0.49,1.66,1.93,0,0,0,0,0,0,2,5,Spring,1,0
09/05/2022,Newbury,0.42,0,0.42,0.4199999999999982,0.43,0.9099999999999999,0.9099999999999999,2.08,0,0,0,0,0,0,0,5,Spring,1,0
10/05/2022,Newbury,0.48,0,0.48,0.8999999999999981,0.8999999999999999,0.9099999999999999,1.39,1.39,0,0,0,0,0,0,0,5,Spring,1,0
11/05/2022,Newbury,4.61,0,4.61,5.089999999999998,5.51,5.51,5.5200000000000005,6,0,0,0,0,0,0,0,5,Spring,1,0
12/05/2022,Newbury,0,0,0,4.609999999999998,5.090000000000001,5.510000000000001,5.510000000000001,5.52,0,0,0,0,0,0,1,5,Spring,1,0
13/05/2022,Newbury,0,0,0,0,4.61,5.090000000000001,5.510000000000001,5.51,0,0,0,0,0,0,2,5,Spring,1,0
14/05/2022,Newbury,3.99,0,3.99,3.9899999999999984,3.99,8.600000000000001,9.080000000000002,9.5,0,0,0,0,0,0,0,5,Spring,1,0
15/05/2022,Newbury,9.53,0,9.53,13.519999999999998,13.52,13.52,18.13,18.61,0,0,0,0,0,0,0,5,Spring,1,0
16/05/2022,Newbury,0.58,0,0.58,10.109999999999998,14.1,14.1,14.1,18.709999999999997,0,0,0,0,0,0,0,5,Spring,1,0
17/05/2022,Newbury,1.59,0,1.59,2.169999999999998,11.7,15.69,15.689999999999998,15.69,0,0,0,0,0,0,0,5,Spring,1,0
18/05/2022,Newbury,4.1,0,4.1,5.689999999999998,6.27,15.799999999999999,19.79,19.79,0,0,0,0,0,0,0,5,Spring,1,0
19/05/2022,Newbury,0.27,0,0.27,4.369999999999997,5.959999999999999,6.539999999999999,16.07,20.06,0,0,0,0,0,0,0,5,Spring,1,0
20/05/2022,Newbury,1.99,0,1.99,2.259999999999998,6.359999999999999,7.949999999999999,8.529999999999998,18.060000000000002,0,0,0,0,0,0,0,5,Spring,1,0
21/05/2022,Newbury,0,0,0,1.9899999999999982,2.26,6.359999999999999,7.9499999999999975,8.53,0,0,0,0,0,0,1,5,Spring,1,0
22/05/2022,Newbury,0,0,0,0,1.99,2.26,6.359999999999998,7.949999999999999,0,0,0,0,0,0,2,5,Spring,1,0
23/05/2022,Newbury,3.03,0,3.03,3.029999999999998,3.03,5.02,5.289999999999998,9.39,0,0,0,0,0,0,0,5,Spring,1,0
24/05/2022,Newbury,1.93,0,1.93,4.959999999999998,4.96,4.96,6.9499999999999975,7.22,0,0,0,0,0,0,0,5,Spring,1,0
25/05/2022,Newbury,0.61,0,0.61,2.5399999999999983,5.569999999999999,5.569999999999999,5.5699999999999985,7.56,0,0,0,0,0,0,0,5,Spring,1,0
26/05/2022,Newbury,0,0,0,0.6099999999999982,2.54,5.569999999999999,5.5699999999999985,5.57,0,0,0,0,0,0,1,5,Spring,1,0
27/05/2022,Newbury,0,0,0,0,0.61,2.5400000000000005,5.5699999999999985,5.57,0,0,0,0,0,0,2,5,Spring,1,0
28/05/2022,Newbury,0.01,0,0.01,0.01,0.01,0.6200000000000004,2.549999999999998,5.58,0,0,0,0,0,0,3,5,Spring,1,0
29/05/2022,Newbury,0.05,0,0.05,0.06,0.060000000000000005,0.06,0.6699999999999983,2.6,0,0,0,0,0,0,0,5,Spring,1,0
30/05/2022,Newbury,6.67,0,6.67,6.719999999999998,6.7299999999999995,6.73,6.729999999999999,7.34,0,0,0,0,0,0,0,5,Spring,1,0
31/05/2022,Newbury,1.85,0,1.85,8.519999999999998,8.57,8.58,8.579999999999998,8.58,0,0,0,0,0,0,0,5,Spring,1,0
01/06/2022,Newbury,0.05,0,0.05,1.8999999999999984,8.569999999999999,8.620000000000001,8.629999999999999,8.629999999999999,0,0,0,0,0,0,0,6,Summer,2,0
02/06/2022,Newbury,0.01,0,0.01,0.06,1.9100000000000001,8.58,8.629999999999999,8.639999999999999,0,0,0,0,0,0,1,6,Summer,2,0
03/06/2022,Newbury,2.94,0,2.94,2.949999999999998,3,4.850000000000001,11.519999999999998,11.57,0,0,0,0,0,0,0,6,Summer,2,0
04/06/2022,Newbury,4.97,0,4.97,7.909999999999998,7.92,7.970000000000001,9.82,16.49,0,0,0,0,0,0,0,6,Summer,2,0
05/06/2022,Newbury,8.95,0,8.95,13.919999999999998,16.86,16.87,16.92,18.77,0,0,0,0,0,0,0,6,Summer,2,0
06/06/2022,Newbury,0.56,0,0.56,9.509999999999998,14.479999999999999,17.419999999999998,17.43,17.479999999999997,0,0,0,0,0,0,0,6,Summer,2,0
07/06/2022,Newbury,0.51,0,0.51,1.0699999999999983,10.02,14.990000000000002,17.93,17.939999999999998,0,0,0,0,0,0,0,6,Summer,2,0
08/06/2022,Newbury,0.05,0,0.05,0.5599999999999983,1.12,10.07,15.04,17.98,0,0,0,0,0,0,0,6,Summer,2,0
09/06/2022,Newbury,0.11,0,0.11,0.15999999999999823,0.67,1.2300000000000018,10.18,15.149999999999999,0,0,0,0,0,0,0,6,Summer,2,0
10/06/2022,Newbury,0,0,0,0.10999999999999822,0.16,0.6700000000000018,1.23,10.18,0,0,0,0,0,0,1,6,Summer,2,0
11/06/2022,Newbury,0,0,0,0,0.11,0.16000000000000178,0.67,1.23,0,0,0,0,0,0,2,6,Summer,2,0
12/06/2022,Newbury,0,0,0,0,0,0.11000000000000178,0.16,0.67,0,0,0,0,0,0,3,6,Summer,2,0
13/06/2022,Newbury,0,0,0,0,0,0,0.11,0.16,0,0,0,0,0,0,4,6,Summer,2,0
14/06/2022,Newbury,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,5,6,Summer,2,0
15/06/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Summer,2,0
16/06/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,Summer,2,0
17/06/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,Summer,2,0
18/06/2022,Newbury,1.19,0,1.19,1.1899999999999982,1.19,1.1900000000000017,1.19,1.19,0,0,0,0,0,0,0,6,Summer,2,0
19/06/2022,Newbury,1.14,0,1.14,2.3299999999999983,2.33,2.330000000000002,2.33,2.33,0,0,0,0,0,0,0,6,Summer,2,0
20/06/2022,Newbury,0,0,0,1.1399999999999981,2.33,2.330000000000002,2.33,2.33,0,0,0,0,0,0,1,6,Summer,2,0
21/06/2022,Newbury,0,0,0,0,1.14,2.330000000000002,2.33,2.33,0,0,0,0,0,0,2,6,Summer,2,0
22/06/2022,Newbury,0.01,0,0.01,0.01,0.01,1.1500000000000017,2.34,2.34,0,0,0,0,0,0,3,6,Summer,2,0
23/06/2022,Newbury,0.56,0,0.56,0.5699999999999983,0.5700000000000001,0.5700000000000018,1.71,2.9,0,0,0,0,0,0,0,6,Summer,2,0
24/06/2022,Newbury,1.31,0,1.31,1.8699999999999983,1.8800000000000001,1.880000000000002,1.8800000000000001,3.02,0,0,0,0,0,0,0,6,Summer,2,0
25/06/2022,Newbury,1.45,0,1.45,2.759999999999998,3.3200000000000003,3.330000000000002,3.33,3.33,0,0,0,0,0,0,0,6,Summer,2,0
26/06/2022,Newbury,1.42,0,1.42,2.8699999999999983,4.18,4.740000000000002,4.75,4.75,0,0,0,0,0,0,0,6,Summer,2,0
27/06/2022,Newbury,2.64,0,2.64,4.059999999999998,5.51,6.820000000000002,7.380000000000001,7.390000000000001,0,0,0,0,0,0,0,6,Summer,2,0
28/06/2022,Newbury,0.94,0,0.94,3.579999999999998,5,6.450000000000002,7.76,8.32,0,0,0,0,0,0,0,6,Summer,2,0
29/06/2022,Newbury,0.59,0,0.59,1.5299999999999976,4.17,5.590000000000002,7.04,8.35,0,0,0,0,0,0,0,6,Summer,2,0
30/06/2022,Newbury,2.97,0,2.97,3.559999999999998,4.5,7.140000000000002,8.56,10.01,0,0,0,0,0,0,0,6,Summer,2,0
01/07/2022,Newbury,0.52,0,0.52,3.489999999999998,4.08,5.020000000000001,7.66,9.079999999999998,0,0,0,0,0,0,0,7,Summer,2,0
02/07/2022,Newbury,0.94,0,0.94,1.4599999999999977,4.430000000000001,5.020000000000001,5.959999999999999,8.6,0,0,0,0,0,0,0,7,Summer,2,0
03/07/2022,Newbury,0,0,0,0.9399999999999977,1.4600000000000004,4.4300000000000015,5.02,5.959999999999999,0,0,0,0,0,0,1,7,Summer,2,0
04/07/2022,Newbury,0,0,0,0,0.9400000000000004,1.4600000000000017,4.43,5.02,0,0,0,0,0,0,2,7,Summer,2,0
05/07/2022,Newbury,0,0,0,0,0,0.9400000000000017,1.46,4.43,0,0,0,0,0,0,3,7,Summer,2,0
06/07/2022,Newbury,0,0,0,0,0,0,0.94,1.46,0,0,0,0,0,0,4,7,Summer,2,0
07/07/2022,Newbury,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,5,7,Summer,2,0
08/07/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,Summer,2,0
09/07/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,Summer,2,0
10/07/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,Summer,2,0
11/07/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,Summer,2,0
12/07/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,Summer,2,0
13/07/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,Summer,2,0
14/07/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,Summer,2,0
15/07/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,Summer,2,0
16/07/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,Summer,2,0
17/07/2022,Newbury,0.02,0,0.02,0.02,0.020000000000000445,0.020000000000001777,0.02,0.02,0,0,0,0,0,0,0,7,Summer,2,0
18/07/2022,Newbury,0,0,0,0.02,0.020000000000000445,0.020000000000001777,0.02,0.02,0,0,0,0,0,0,1,7,Summer,2,0
19/07/2022,Newbury,0.04,0,0.04,0.04,0.06,0.060000000000001774,0.06,0.06,0,0,0,0,0,0,0,7,Summer,2,0
20/07/2022,Newbury,1.04,0,1.04,1.0799999999999979,1.0800000000000005,1.1000000000000019,1.1,1.1,0,0,0,0,0,0,0,7,Summer,2,0
21/07/2022,Newbury,0.09,0,0.09,1.129999999999998,1.1700000000000006,1.170000000000002,1.1900000000000002,1.1900000000000002,0,0,0,0,0,0,0,7,Summer,2,0
22/07/2022,Newbury,0.44,0,0.44,0.5299999999999978,1.5700000000000005,1.6100000000000019,1.61,1.6300000000000001,0,0,0,0,0,0,0,7,Summer,2,0
23/07/2022,Newbury,0,0,0,0.43999999999999784,0.5300000000000005,1.5700000000000018,1.61,1.61,0,0,0,0,0,0,1,7,Summer,2,0
24/07/2022,Newbury,0,0,0,0,0.4400000000000005,0.5300000000000018,1.57,1.61,0,0,0,0,0,0,2,7,Summer,2,0
25/07/2022,Newbury,0.1,0,0.1,0.1,0.10000000000000045,0.5400000000000018,0.63,1.6700000000000002,0,0,0,0,0,0,0,7,Summer,2,0
26/07/2022,Newbury,0,0,0,0.1,0.10000000000000045,0.10000000000000178,0.54,0.63,0,0,0,0,0,0,1,7,Summer,2,0
27/07/2022,Newbury,0,0,0,0,0.10000000000000045,0.10000000000000178,0.1,0.54,0,0,0,0,0,0,2,7,Summer,2,0
28/07/2022,Newbury,0,0,0,0,0,0.10000000000000178,0.1,0.1,0,0,0,0,0,0,3,7,Summer,2,0
29/07/2022,Newbury,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,4,7,Summer,2,0
30/07/2022,Newbury,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,5,7,Summer,2,0
31/07/2022,Newbury,0.11,0,0.11,0.10999999999999778,0.11000000000000044,0.11000000000000178,0.11,0.11,0,0,0,0,0,0,0,7,Summer,2,0
01/08/2022,Newbury,0.01,0,0.01,0.11999999999999778,0.12000000000000044,0.12000000000000177,0.12,0.12,0,0,0,0,0,0,1,8,Summer,2,0
02/08/2022,Newbury,0,0,0,0.01,0.12000000000000044,0.12000000000000177,0.12,0.12,0,0,0,0,0,0,2,8,Summer,2,0
03/08/2022,Newbury,0,0,0,0,0.010000000000000444,0.12000000000000177,0.12,0.12,0,0,0,0,0,0,3,8,Summer,2,0
04/08/2022,Newbury,0,0,0,0,0,0.010000000000001777,0.12,0.12,0,0,0,0,0,0,4,8,Summer,2,0
05/08/2022,Newbury,0,0,0,0,0,0,0.01,0.12,0,0,0,0,0,0,5,8,Summer,2,0
06/08/2022,Newbury,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,6,8,Summer,2,0
07/08/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,Summer,2,0
08/08/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,Summer,2,0
09/08/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,Summer,2,0
10/08/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,Summer,2,0
11/08/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,Summer,2,0
12/08/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,Summer,2,0
13/08/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,Summer,2,0
14/08/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,Summer,2,0
15/08/2022,Newbury,0.23,0,0.23,0.2299999999999978,0.23000000000000045,0.2300000000000018,0.23,0.23,0,0,0,0,0,0,0,8,Summer,2,0
16/08/2022,Newbury,7.65,0,7.65,7.879999999999998,7.880000000000001,7.880000000000003,7.880000000000001,7.880000000000001,0,0,0,0,0,0,0,8,Summer,2,0
17/08/2022,Newbury,3.25,0,3.25,10.899999999999999,11.13,11.130000000000003,11.13,11.13,0,0,0,0,0,0,0,8,Summer,2,0
18/08/2022,Newbury,0.73,0,0.73,3.9799999999999973,11.63,11.860000000000003,11.860000000000001,11.860000000000001,0,0,0,0,0,0,0,8,Summer,2,0
19/08/2022,Newbury,0,0,0,0.7299999999999973,3.98,11.630000000000003,11.860000000000001,11.860000000000001,0,0,0,0,0,0,1,8,Summer,2,0
20/08/2022,Newbury,0,0,0,0,0.73,3.9800000000000018,11.63,11.860000000000001,0,0,0,0,0,0,2,8,Summer,2,0
21/08/2022,Newbury,0,0,0,0,0,0.7300000000000018,3.98,11.63,0,0,0,0,0,0,3,8,Summer,2,0
22/08/2022,Newbury,0.62,0,0.62,0.6199999999999973,0.62,0.6200000000000018,1.35,4.6,0,0,0,0,0,0,0,8,Summer,2,0
23/08/2022,Newbury,0.03,0,0.03,0.6499999999999974,0.65,0.6500000000000018,0.65,1.38,0,0,0,0,0,0,0,8,Summer,2,0
24/08/2022,Newbury,14.27,0,14.27,14.299999999999997,14.92,14.920000000000002,14.92,14.92,0,0,0,0,0,0,0,8,Summer,2,0
25/08/2022,Newbury,0.41,0,0.41,14.679999999999998,14.71,15.330000000000002,15.33,15.33,0,0,0,0,0,0,0,8,Summer,2,0
26/08/2022,Newbury,0.03,0,0.03,0.43999999999999817,14.709999999999999,14.740000000000002,15.36,15.36,0,0,0,0,0,0,0,8,Summer,2,0
27/08/2022,Newbury,0.02,0,0.02,0.049999999999998226,0.45999999999999996,14.730000000000002,14.760000000000002,15.38,0,0,0,0,0,0,0,8,Summer,2,0
28/08/2022,Newbury,0,0,0,0.019999999999998224,0.05,0.46000000000000174,14.73,14.760000000000002,0,0,0,0,0,0,1,8,Summer,2,0
29/08/2022,Newbury,0,0,0,0,0.02,0.05,0.45999999999999996,14.73,0,0,0,0,0,0,2,8,Summer,2,0
30/08/2022,Newbury,0,0,0,0,0,0.020000000000001777,0.05,0.45999999999999996,0,0,0,0,0,0,3,8,Summer,2,0
31/08/2022,Newbury,0,0,0,0,0,0,0.02,0.05,0,0,0,0,0,0,4,8,Summer,2,0
01/09/2022,Newbury,1.26,0,1.26,1.2599999999999982,1.26,1.2600000000000018,1.26,1.28,0,0,0,0,0,0,0,9,Autumn,3,0
02/09/2022,Newbury,0.43,0,0.43,1.6899999999999982,1.69,1.6900000000000017,1.69,1.69,0,0,0,0,0,0,0,9,Autumn,3,0
03/09/2022,Newbury,0.36,0,0.36,0.7899999999999983,2.05,2.0500000000000016,2.05,2.05,0,0,0,0,0,0,0,9,Autumn,3,0
04/09/2022,Newbury,10.11,0,10.11,10.469999999999997,10.899999999999999,12.16,12.16,12.16,0,0,0,0,0,0,0,9,Autumn,3,0
05/09/2022,Newbury,10.44,0,10.44,20.549999999999997,20.909999999999997,21.34,22.6,22.6,0,0,0,0,0,0,0,9,Autumn,3,0
06/09/2022,Newbury,12.05,0,12.05,22.49,32.6,32.96,33.39,34.65,0,0,0,0,0,0,0,9,Autumn,3,0
07/09/2022,Newbury,5.75,0,5.75,17.799999999999997,28.240000000000002,38.35,38.71,39.14,0,0,0,0,0,0,0,9,Autumn,3,0
08/09/2022,Newbury,15.04,0,15.04,20.79,32.84,43.28,53.39,53.75,0,0,0,0,0,0,0,9,Autumn,3,0
09/09/2022,Newbury,1.76,0,1.76,16.799999999999997,22.549999999999997,34.6,45.04,55.150000000000006,0,0,0,0,0,0,0,9,Autumn,3,0
10/09/2022,Newbury,0.02,0,0.02,1.7799999999999983,16.819999999999997,22.57,34.620000000000005,45.06,0,0,0,0,0,0,0,9,Autumn,3,0
11/09/2022,Newbury,0,0,0,0.019999999999998224,1.78,16.82,22.569999999999997,34.62,0,0,0,0,0,0,1,9,Autumn,3,0
12/09/2022,Newbury,0.02,0,0.02,0.019999999999998224,0.04,1.8,16.84,22.59,0,0,0,0,0,0,0,9,Autumn,3,0
13/09/2022,Newbury,6.2,0,6.2,6.219999999999998,6.22,6.24,8,23.04,0,0,0,0,0,0,0,9,Autumn,3,0
14/09/2022,Newbury,0.01,0,0.01,6.209999999999998,6.2299999999999995,6.23,6.25,8.01,0,0,0,0,0,0,1,9,Autumn,3,0
15/09/2022,Newbury,0,0,0,0.01,6.21,6.23,6.2299999999999995,6.25,0,0,0,0,0,0,2,9,Autumn,3,0
16/09/2022,Newbury,0,0,0,0,0.01,6.21,6.2299999999999995,6.2299999999999995,0,0,0,0,0,0,3,9,Autumn,3,0
17/09/2022,Newbury,0,0,0,0,0,0.01,6.21,6.2299999999999995,0,0,0,0,0,0,4,9,Autumn,3,0
18/09/2022,Newbury,0,0,0,0,0,0,0.01,6.21,0,0,0,0,0,0,5,9,Autumn,3,0
19/09/2022,Newbury,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,6,9,Autumn,3,0
20/09/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,Autumn,3,0
21/09/2022,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,Autumn,3,0
22/09/2022,Newbury,2.05,0,2.05,2.049999999999998,2.05,2.05,2.05,2.05,0,0,0,0,0,0,0,9,Autumn,3,0
23/09/2022,Newbury,0.01,0,0.01,2.059999999999998,2.0599999999999996,2.0599999999999996,2.0599999999999996,2.0599999999999996,0,0,0,0,0,0,1,9,Autumn,3,0
24/09/2022,Newbury,0.01,0,0.01,0.02,2.07,2.07,2.07,2.07,0,0,0,0,0,0,2,9,Autumn,3,0
25/09/2022,Newbury,1.67,0,1.67,1.6799999999999982,1.69,3.7399999999999998,3.7399999999999998,3.7399999999999998,0,0,0,0,0,0,0,9,Autumn,3,0
26/09/2022,Newbury,0.16,0,0.16,1.829999999999998,1.8399999999999999,1.8499999999999999,3.9,3.9,0,0,0,0,0,0,0,9,Autumn,3,0
27/09/2022,Newbury,1.16,0,1.16,1.319999999999998,2.9899999999999998,3,3.01,5.06,0,0,0,0,0,0,0,9,Autumn,3,0
28/09/2022,Newbury,0.23,0,0.23,1.3899999999999981,1.5499999999999998,3.22,3.23,3.2399999999999998,0,0,0,0,0,0,0,9,Autumn,3,0
29/09/2022,Newbury,0.02,0,0.02,0.24999999999999822,1.41,1.5699999999999998,3.2399999999999998,3.25,0,0,0,0,0,0,0,9,Autumn,3,0
30/09/2022,Newbury,8.1,0,8.1,8.119999999999997,8.35,9.51,9.67,11.34,0,0,0,0,0,0,0,9,Autumn,3,0
01/10/2022,Newbury,4.88,0,4.88,12.979999999999997,13,13.23,14.39,14.55,0,0,0,0,0,0,0,10,Autumn,3,0
02/10/2022,Newbury,0.17,0,0.17,5.049999999999998,13.15,13.17,13.4,14.56,0,0,0,0,0,0,0,10,Autumn,3,0
03/10/2022,Newbury,0.07,0,0.07,0.23999999999999824,5.12,13.219999999999999,13.239999999999998,13.469999999999999,0,0,0,0,0,0,0,10,Autumn,3,0
04/10/2022,Newbury,0.1,0,0.1,0.16999999999999824,0.34,5.22,13.32,13.34,0,0,0,0,0,0,0,10,Autumn,3,0
05/10/2022,Newbury,1.72,0,1.72,1.8199999999999983,1.89,2.06,6.9399999999999995,15.04,0,0,0,0,0,0,0,10,Autumn,3,0
06/10/2022,Newbury,0.11,0,0.11,1.8299999999999983,1.93,2,2.17,7.05,0,0,0,0,0,0,0,10,Autumn,3,0
07/10/2022,Newbury,1.89,0,1.89,1.9999999999999982,3.7199999999999998,3.8200000000000003,3.89,4.0600000000000005,0,0,0,0,0,0,0,10,Autumn,3,0
08/10/2022,Newbury,0,0,0,1.8899999999999981,2,3.7199999999999998,3.82,3.89,0,0,0,0,0,0,1,10,Autumn,3,0
09/10/2022,Newbury,3.97,0,3.97,3.9699999999999984,5.86,5.970000000000001,7.69,7.79,0,0,0,0,0,0,0,10,Autumn,3,0
10/10/2022,Newbury,0,0,0,3.9699999999999984,3.97,5.86,5.970000000000001,7.69,0,0,0,0,0,0,1,10,Autumn,3,0
11/10/2022,Newbury,0.04,0,0.04,0.039999999999998224,4.01,4.010000000000001,5.9,6.010000000000001,0,0,0,0,0,0,0,10,Autumn,3,0
12/10/2022,Newbury,2.86,0,2.86,2.899999999999998,2.9,6.870000000000001,6.869999999999999,8.76,0,0,0,0,0,0,0,10,Autumn,3,0
13/10/2022,Newbury,0,0,0,2.859999999999998,2.9,2.9000000000000004,6.869999999999999,6.869999999999999,0,0,0,0,0,0,1,10,Autumn,3,0
14/10/2022,Newbury,0.76,0,0.76,0.7599999999999982,3.62,3.66,3.66,7.63,0,0,0,0,0,0,0,10,Autumn,3,0
15/10/2022,Newbury,0.25,0,0.25,1.0099999999999982,1.01,3.87,3.91,3.91,0,0,0,0,0,0,0,10,Autumn,3,0
